user_id,item_id,interaction_type,created_at
252360,4020,5,1485444245
709236,9860,5,1484906324
709236,9860,5,1484906324
709236,9860,5,1484906324
709236,9860,5,1484906324
709236,9860,5,1484906324
709236,9860,5,1484906324
709236,9860,5,1484906324
1614889,71320,5,1485526000
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1455011,72260,5,1485261386
1770890,95200,5,1485503890
1770890,95200,5,1485503890
2347599,117760,5,1485506608
2347599,117760,5,1485506608
2347599,117760,5,1485506608
2347599,117760,5,1485506608
2347599,117760,5,1485506608
2347599,117760,5,1485506608
2347599,117760,5,1485506608
2347599,117760,5,1485506608
2347599,117760,5,1485506608
2347599,117760,5,1485506608
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
1734372,123030,5,1484682197
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
854596,123230,5,1485426101
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
1762709,142010,5,1485532442
2147891,157990,5,1485503164
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
350507,159040,5,1483090449
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
1537442,172290,5,1485348741
332502,179290,5,1485534765
332502,179290,5,1485534765
332502,179290,5,1485534765
332502,179290,5,1485534765
332502,179290,5,1485534765
332502,179290,5,1485534765
332502,179290,5,1485534765
332502,179290,5,1485534765
332502,179290,5,1485534765
1115473,179290,5,1484660444
1115473,179290,5,1484660444
1115473,179290,5,1484660444
1115473,179290,5,1484660444
1115473,179290,5,1484660444
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
51147,179290,5,1484669013
230476,182050,5,1481882393
230476,182050,5,1481882393
230476,182050,5,1481882393
1796468,199360,5,1485527937
2127137,206110,5,1485438735
2127137,206110,5,1485438735
2127137,206110,5,1485438735
1317997,208030,5,1485421422
1317997,208030,5,1485421422
1317997,208030,5,1485421422
1317997,208030,5,1485421422
1318030,223850,5,1485506658
1318030,223850,5,1485506658
1318030,223850,5,1485506658
1318030,223850,5,1485506658
1318030,223850,5,1485506658
